141 139 187 549 2169
61 21 35 75 593
0 0 0 0 0
0 0 0 0 0
1 1 2 11 110
3 4 4 17 67
61 68 108 395 1254
0 0 0 0 0
47 84 109 480 2257
5 4 10 7 41
0 0 0 0 0
2 4 2 14 22
0 0 0 0 0
12 5 12 43 150
12 10 4 20 43
0 0 0 0 0
15 23 31 59 137
1 5 5 14 51
8 9 8 36 109
6 11 19 44 140
6 2 6 42 290
6 6 4 13 37
8 3 3 21 50
45 57 96 199 629
114 115 139 463 1211
25 33 21 52 116
0 2 3 18 52
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
65 36 54 155 300
34 24 31 168 493
123 105 119 319 644
55 46 54 193 463
24 23 38 99 226
0 0 0 0 0
53 37 46 94 174
0 0 0 0 0
0 1 3 16 77
0 0 0 0 0
95 120 193 412 798
9 10 11 37 120
0 4 4 7 36
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
35 19 36 50 162
0 0 0 0 0
24 29 47 113 639
0 0 2 4 22
92 93 149 368 1062
0 0 0 0 0
32 37 105 337 1179
0 0 0 0 0
0 0 0 0 0
94 87 95 190 630
30 36 74 140 375
2 4 14 13 84
1 3 0 4 34
1 2 1 4 30
2 0 1 0 11
1 1 2 6 64
7 2 7 27 93
1 0 2 6 24
0 2 1 1 11
1 0 0 3 9
2 0 3 3 5
0 0 0 0 0
3 3 2 3 36
1 2 1 1 12
34 41 91 337 1172
0 0 0 0 0
14 21 42 116 608
20 19 30 97 488
6 4 9 24 55
33 12 31 68 557
18 10 20 102 258
23 30 52 106 236
9 27 32 186 558
2 4 4 15 44
23 12 17 38 122
87 124 285 969 2649
1 3 3 12 56
14 21 30 97 218
36 33 41 172 657
28 24 16 74 153
7 4 8 12 41
0 0 0 0 0
2 1 1 4 11
7 3 14 34 292
0 0 0 0 0
14 13 18 51 130
34 35 45 114 240
27 30 48 77 93
5 1 3 9 28
3 2 9 11 23
1 1 5 11 23
53 97 112 368 961
172 128 204 745 4450
235 320 590 1694 6782
0 0 0 0 0
0 0 0 0 0
1 0 5 1 9
0 0 3 4 21
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 1 1 4 15
0 0 1 0 10
46 47 62 203 688
0 0 1 0 2
0 0 0 0 0
0 0 0 0 0
25 27 44 139 506
12 27 45 187 422
49 46 63 145 492
44 27 32 53 114
76 97 120 357 1151
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
86 68 92 231 661
14 14 28 54 133
283 296 451 1134 2550
56 60 103 279 833
0 0 0 0 0
0 0 0 0 0
85 103 109 338 1770
21 19 19 39 78
0 0 0 0 0
0 0 0 0 0
2 2 8 63 263
75 59 56 77 244
0 0 0 0 0
249 237 283 749 3140
49 83 123 361 855
50 67 108 307 748
0 0 0 0 0
0 0 0 0 0
55 60 74 205 628
4 4 6 14 76
9 10 21 36 126
16 30 13 52 288
44 20 14 34 94
4 7 13 37 113
5 1 2 4 23
3 2 3 4 17
1 0 3 5 14
3 1 3 2 34
55 63 114 221 1063
1 0 1 18 77
26 37 44 173 462
38 47 105 351 637
2 0 3 6 57
10 4 3 17 40
44 57 122 240 491
38 19 19 67 155
0 0 0 0 0
0 0 0 0 0
20 4 11 24 76
180 142 163 295 678
0 0 0 0 0
7 5 4 20 119
5 5 5 11 19
8 6 12 37 161
1 0 4 3 14
0 0 0 0 0
8 13 9 33 89
0 0 0 0 0
5 4 10 26 80
20 21 25 82 227
9 10 11 23 68
52 73 100 278 999
8 2 6 9 26
1 1 2 6 21
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
15 17 14 36 195
4 0 1 14 29
0 4 2 8 38
0 0 0 0 0
0 0 0 0 0
21 23 21 46 182
32 38 48 165 383
0 0 0 0 0
0 0 0 0 0
150 178 203 478 1524
3 6 6 21 113
10 8 14 33 75
10 9 18 40 191
0 6 8 23 69
11 12 9 18 68
0 0 0 0 0
0 0 0 0 0
1 6 2 9 33
3 1 2 9 35
0 0 0 0 0
0 0 0 0 0
149 184 313 692 2426
201 234 317 1075 4872
0 0 0 0 0
120 155 198 450 1583
0 0 0 0 0
0 0 0 0 0
41 40 86 289 864
15 16 32 82 647
30 11 24 71 267
0 0 0 0 0
8 12 11 39 141
188 142 148 246 715
10 7 13 32 180
21 35 64 219 1200
5 4 4 15 32
0 0 0 0 0
3 1 3 23 212
81 51 55 86 266
2 6 9 15 118
0 0 0 0 0
0 0 0 0 0
2 11 27 134 361
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
23 23 13 50 188
95 73 123 274 706
1 0 0 1 1
17 11 14 42 84
0 0 0 0 0
9 12 16 52 161
0 0 0 0 0
3 1 14 33 125
0 0 0 0 0
5 4 6 38 289
3 9 7 12 58
10 7 24 53 169
0 0 0 0 0
4 3 5 8 70
0 0 0 0 0
9 3 7 12 46
9 18 23 95 289
0 0 0 0 0
13 6 13 30 187
1 1 7 16 117
17 8 13 32 118
5 4 7 19 82
0 0 0 0 0
2 0 2 5 24
0 0 1 3 14
1 1 0 3 24
1 0 1 7 53
3 1 2 7 75
2 3 4 13 109
1 0 0 1 0
0 1 0 0 2
0 0 0 4 32
0 1 4 3 51
1 0 4 10 36
0 1 0 6 34
0 0 0 0 0
50 28 43 82 189
1 1 0 4 5
10 5 11 31 89
0 1 0 0 8
31 20 21 68 165
133 114 107 381 1038
108 111 173 451 1648
15 14 24 83 316
0 0 0 0 0
352 396 563 1507 5349
4 6 7 14 63
6 2 6 15 36
198 208 318 966 4530
47 28 38 74 270
10 11 51 124 656
28 39 85 251 1035
0 0 0 0 0
0 0 0 0 0
5 5 4 3 16
8 4 8 21 34
27 60 102 359 1991
0 0 0 0 0
16 8 8 23 55
40 46 62 147 253
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
1 0 1 6 4
62 96 113 346 1273
22 19 65 283 939
0 0 0 0 0
67 41 48 120 285
8 10 9 39 118
0 0 0 0 0
41 38 50 66 194
8 5 7 28 72
6 2 3 11 46
313 253 334 604 1438
12 13 16 35 135
104 144 214 654 1751
37 44 51 125 178
0 0 0 0 0
3 7 5 18 32
5 7 4 29 33
8 9 13 38 89
15 4 12 48 62
2 0 2 4 19
1 0 5 1 12
4 2 1 11 56
22 16 17 39 132
12 14 14 34 109
153 76 113 442 1365
16 27 34 85 291
40 38 46 109 329
20 11 21 65 249
12 16 41 85 189
27 25 40 78 213
5 5 6 15 42
77 81 121 417 1362
4 5 5 22 37
6 5 6 15 28
17 12 17 31 152
0 0 0 0 0
6 6 7 35 83
9 8 17 41 120
7 11 14 40 199
25 19 41 86 762
7 4 19 27 150
14 11 10 32 136
5 5 5 16 79
0 0 0 0 0
15 11 22 66 175
5 7 9 37 109
0 0 0 0 0
16 16 33 73 276
2 5 11 25 136
5 6 9 39 189
8 17 34 141 465
11 20 25 61 225
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
12 11 15 36 125
3 14 13 42 77
2 5 4 14 41
2 3 8 14 96
97 115 219 553 1113
28 41 61 147 590
0 0 0 0 0
0 0 0 0 0
61 55 78 164 208
0 0 0 0 0
106 57 55 125 279
10 22 30 70 241
1 0 1 4 35
3 0 3 5 8
0 0 0 0 0
81 45 73 122 389
121 194 279 715 2469
0 0 0 0 0
0 0 0 0 0
0 0 2 5 33
5 7 23 57 163
556 358 336 828 1830
9 19 26 93 355
12 18 34 97 275
12 16 34 104 532
34 36 46 131 495
167 118 101 218 498
5 2 12 27 233
19 20 26 130 428
0 2 5 24 185
0 0 0 0 0
19 18 51 118 730
33 31 27 77 203
141 130 99 218 641
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
296 329 497 1477 4949
98 119 138 429 1198
41 82 150 718 3144
0 0 0 0 0
0 0 0 0 0
35 19 26 80 151
0 0 0 0 0
6 4 3 11 39
4 2 4 15 46
13 13 10 22 126
17 11 13 30 143
20 17 11 42 80
10 6 8 7 24
6 8 1 13 33
29 14 22 23 67
22 18 22 89 261
39 40 36 86 258
0 0 0 0 0
73 47 72 167 612
10 12 6 32 59
9 10 6 13 37
14 5 10 25 45
9 2 4 16 67
32 23 26 39 157
10 6 5 10 27
7 3 7 26 69
13 17 18 69 352
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
6 15 19 77 199
0 0 0 0 0
10 6 9 23 52
4 6 7 15 61
6 5 3 10 63
0 0 0 0 0
2 2 3 28 219
22 30 31 122 458
83 127 272 824 2253
278 247 231 405 1219
0 1 0 2 7
92 60 70 238 926
2 1 6 12 58
71 43 51 113 430
35 37 41 77 326
25 20 31 57 140
68 70 81 166 182
5 5 18 58 161
0 0 0 0 0
12 11 18 80 214
38 48 64 167 398
0 0 0 0 0
0 0 0 0 0
672 605 733 1403 6503
0 0 0 0 0
1 4 1 3 32
4 13 35 118 507
0 0 0 0 0
1 0 0 0 22
0 0 0 0 0
27 21 28 50 255
163 57 42 71 280
0 0 0 0 0
16 23 30 131 438
0 1 1 8 47
0 0 0 0 0
0 0 0 0 0
183 200 290 831 2076
2 8 11 45 146
16 24 37 111 191
26 20 30 81 323
19 9 31 40 118
115 139 143 493 1760
87 64 58 110 163
136 145 218 681 4014
92 47 44 88 154
0 0 0 0 0
4 5 2 25 61
16 13 13 39 148
0 0 0 0 0
45 39 47 81 154
62 99 237 838 1558
0 2 0 1 5
1 1 0 9 22
23 15 25 78 269
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
2 0 1 9 17
0 0 0 1 5
0 0 0 0 0
18 36 52 152 439
0 0 0 0 0
285 197 283 545 1019
3 3 3 30 94
1 4 10 18 106
0 0 0 0 0
0 0 0 0 0
8 13 21 45 226
0 0 0 0 0
3 6 4 17 61
33 36 54 159 613
400 367 510 1365 5960
0 0 0 0 0
19 25 12 52 108
69 47 65 217 718
57 71 89 188 713
0 0 0 0 0
0 0 0 0 0
116 79 70 183 761
183 156 136 416 1273
80 88 113 359 1561
0 0 0 0 0
43 43 51 146 418
31 29 32 124 424
0 0 0 0 0
43 35 59 110 256
0 0 0 0 0
0 0 0 0 0
105 85 122 447 2929
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
59 28 49 156 1099
3 5 6 16 64
13 10 11 30 221
0 0 0 0 0
7 8 22 85 535
0 0 0 7 23
1 1 1 5 45
0 1 0 1 10
2 1 0 6 7
0 0 0 0 0
0 0 0 0 0
11 3 8 23 64
2 6 4 16 52
4 4 3 7 40
0 3 5 16 89
30 31 37 95 257
0 0 0 0 0
0 0 0 0 0
82 70 117 213 341
0 0 0 0 0
4 12 8 21 78
0 0 0 0 0
0 0 0 0 0
0 1 2 6 17
1 0 0 7 56
8 8 21 65 217
3 3 13 23 102
0 0 0 0 0
3 3 2 11 105
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
2 5 12 26 91
17 17 19 43 108
53 89 116 356 692
78 68 56 168 305
1 0 0 1 11
1 1 8 7 36
1 0 3 15 57
37 41 32 57 135
1 1 0 3 17
53 51 41 107 248
0 0 1 1 13
4 3 1 1 25
2 0 0 12 75
0 0 0 0 0
12 25 18 49 116
0 0 0 0 0
0 0 0 0 0
6 6 9 18 73
0 0 0 0 0
37 39 45 137 450
9 27 23 99 259
21 13 14 61 301
0 0 0 0 0
1 1 0 4 19
0 0 0 0 0
28 24 20 74 382
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
48 31 55 198 1564
5 11 20 44 51
12 19 28 69 145
0 0 0 0 1
0 0 0 0 0
56 32 43 58 129
185 150 143 415 913
29 28 49 173 652
0 0 0 0 0
50 56 126 485 1549
0 0 3 0 4
0 0 2 3 6
0 0 0 0 0
2 0 1 5 15
0 0 0 0 0
57 82 125 291 1117
19 15 45 122 532
57 47 46 100 238
78 90 113 270 916
36 13 18 25 81
0 0 0 0 0
35 49 43 82 209
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
303 234 331 986 3951
0 0 0 0 0
21 15 34 57 121
6 2 9 28 103
1 0 0 3 47
0 0 0 0 0
359 363 516 1038 2720
13 15 10 18 39
4 0 6 17 132
15 29 18 63 218
0 0 0 0 0
18 17 22 58 161
0 0 0 0 0
0 0 0 0 0
73 78 108 272 795
0 0 0 0 0
0 0 0 0 0
11 4 2 5 26
70 60 112 296 1262
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
34 37 56 106 343
0 0 0 0 0
0 0 0 0 0
371 301 356 968 1567
67 70 169 620 1628
36 16 42 133 494
51 101 193 898 6734
0 0 0 0 0
27 37 35 101 256
0 0 0 0 0
15 20 13 33 126
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
11 4 6 17 148
4 2 2 9 14
6 2 7 20 55
2 1 6 14 39
0 0 0 0 0
19 20 36 72 224
0 0 0 0 0
0 0 0 0 0
5 6 12 30 98
53 28 45 165 349
4 5 9 10 54
12 15 10 42 209
7 1 2 9 9
1 1 4 6 33
84 91 97 212 492
2 1 3 13 73
0 0 0 0 0
0 0 1 1 10
0 0 1 7 18
0 0 1 10 13
0 2 2 5 27
0 1 0 3 18
0 0 0 0 0
6 5 6 40 273
58 42 58 227 1115
0 0 0 0 0
0 0 0 0 0
20 23 25 82 229
0 0 0 0 0
110 76 66 211 770
13 8 12 20 98
8 7 10 20 83
45 33 25 57 389
21 15 21 54 282
1 3 1 5 16
2 5 3 12 37
2 4 9 25 92
1 5 16 28 103
0 0 0 0 0
7 6 13 36 106
0 0 0 0 0
5 2 4 6 51
5 4 9 19 110
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 22
109 124 156 337 1459
5 8 4 29 157
13 19 35 89 256
17 20 27 41 110
8 13 19 27 94
23 19 38 77 177
21 20 43 116 383
5 11 10 45 311
39 79 87 218 552
45 52 77 170 416
8 7 21 65 166
47 47 76 280 683
1 3 6 36 66
33 23 22 58 205
20 12 24 53 236
0 0 0 0 0
5 6 4 16 100
0 0 0 0 0
1 3 7 8 55
1 1 5 20 69
16 14 16 42 220
6 3 3 20 74
8 9 19 53 246
0 0 0 0 0
2 4 4 9 66
7 8 2 2 16
13 7 0 6 29
1 3 1 2 17
2 1 1 2 8
5 9 20 51 249
0 0 0 0 0
3 11 10 20 52
2 0 4 4 19
0 0 1 4 17
1 1 3 15 51
2 3 3 5 31
5 2 4 4 28
1 1 3 3 19
11 14 16 49 271
3 7 4 12 67
0 0 0 0 0
1 2 1 0 5
0 0 0 0 0
9 6 4 14 70
1 1 2 3 16
2 3 2 7 24
1 1 2 6 13
2 4 2 9 15
53 35 30 98 353
15 11 18 49 172
0 0 0 0 0
36 18 17 31 117
10 8 15 43 271
1 2 1 8 27
11 19 23 115 636
63 35 26 59 173
4 5 1 7 21
0 0 0 0 0
30 50 78 155 417
16 31 42 104 276
15 39 47 119 315
0 0 0 0 0
1 0 1 5 35
0 0 0 0 0
1 0 2 7 29
19 19 22 59 141
0 0 0 0 0
4 5 2 21 27
39 35 70 234 558
38 33 47 130 391
32 26 48 131 503
59 84 120 303 844
18 7 14 32 71
8 3 8 12 40
0 0 0 0 1
126 95 116 295 719
0 2 2 27 75
0 0 0 0 0
0 0 0 0 0
109 75 84 183 500
126 114 202 568 1978
0 0 0 0 0
80 54 83 249 557
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
77 78 110 320 1092
19 14 20 93 588
0 0 0 0 0
0 0 0 0 0
31 34 43 120 669
0 0 0 0 0
30 16 55 136 470
342 236 309 629 1578
9 7 10 37 363
29 23 21 54 68
19 4 12 21 78
13 6 5 13 40
8 2 2 9 41
2 3 7 11 29
44 28 27 68 174
31 35 43 129 341
12 12 13 32 94
9 10 12 16 71
12 11 14 69 327
22 27 39 118 606
0 0 0 0 0
47 19 17 63 234
0 0 0 0 0
34 35 37 78 337
0 0 0 0 0
70 69 89 275 801
0 0 0 0 0
0 0 0 0 0
95 93 87 166 341
0 0 0 0 0
72 84 177 721 3308
130 118 152 279 511
39 29 33 39 96
17 9 15 58 288
0 0 0 0 0
40 98 187 541 1266
0 0 0 0 0
12 15 23 97 215
40 57 92 283 992
0 0 0 0 0
0 0 0 0 0
122 104 212 609 1609
4 4 15 35 77
0 0 0 0 0
40 33 28 89 244
15 3 9 19 69
0 0 0 0 0
0 0 0 0 0
10 14 22 82 332
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
4 5 2 12 20
4 3 5 4 18
4 13 6 19 40
7 5 8 22 126
14 12 16 42 123
14 17 15 56 140
319 222 213 491 855
0 0 0 0 0
11 11 17 41 119
0 0 0 0 0
4 1 2 11 23
5 5 4 14 30
8 7 5 18 48
73 23 17 34 55
131 43 24 68 121
45 11 14 19 31
19 9 21 53 144
23 16 31 89 304
19 20 20 36 120
4 5 8 35 75
62 43 49 171 428
7 1 1 2 12
16 9 15 50 163
11 16 16 48 117
2 3 0 7 20
6 2 4 7 39
3 5 5 11 30
11 7 17 37 99
22 15 5 12 42
0 0 6 39 176
0 0 0 0 0
71 60 58 103 276
13 20 19 43 148
20 14 19 42 182
0 0 0 0 0
40 26 27 56 126
21 17 13 43 100
16 19 20 39 183
0 0 0 0 0
0 0 0 0 0
20 10 15 43 195
5 8 16 48 171
5 0 1 2 13
71 52 54 88 264
17 12 11 32 120
0 0 0 0 0
0 0 0 0 0
21 12 21 79 593
1 1 2 3 14
0 3 5 4 22
0 0 3 1 3
2 0 1 3 14
1 4 2 2 26
0 1 0 0 6
2 0 0 2 6
5 0 0 2 7
0 0 0 2 4
3 3 2 8 36
0 3 3 5 35
0 0 0 0 0
1 1 1 5 12
2 0 4 3 13
27 29 58 209 450
297 239 379 1419 3934
3 8 9 33 114
14 19 43 138 562
0 1 0 5 13
40 29 25 77 236
0 0 0 1 8
0 0 0 0 0
7 4 5 19 65
0 0 0 0 0
0 0 0 0 0
2 7 7 7 33
10 5 4 30 96
48 32 44 92 282
211 77 116 367 788
9 15 14 38 120
9 7 10 18 71
3 3 6 12 45
0 0 0 0 0
20 17 8 37 100
54 31 28 78 200
11 6 5 22 67
25 19 16 43 182
14 10 9 25 139
5 7 11 13 83
52 63 65 113 363
67 32 32 51 147
17 10 15 61 154
9 8 7 23 78
6 5 7 10 42
124 139 145 300 953
18 10 23 63 117
15 25 29 89 288
62 49 63 131 265
0 0 0 0 0
0 0 0 0 0
40 55 101 317 1097
57 72 113 350 946
4 3 2 11 22
0 0 4 6 7
0 0 0 0 0
1 7 3 8 52
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
34 37 66 249 603
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
40 57 102 285 676
0 0 0 0 0
95 97 135 533 1466
87 81 94 196 494
0 0 0 0 0
12 7 17 48 217
4 6 12 30 103
180 150 221 628 4548
42 35 53 183 801
63 44 89 168 722
0 0 0 0 1
0 4 2 14 63
0 0 0 0 0
13 6 26 53 254
1 0 0 3 22
5 0 3 12 57
0 0 0 0 0
8 8 13 17 43
12 16 21 38 108
6 4 6 18 60
7 8 9 23 56
10 5 12 26 94
0 0 0 0 0
2 6 5 20 119
53 41 53 187 1193
22 20 20 37 244
63 58 80 179 409
95 117 155 384 1196
0 0 0 0 0
0 0 0 0 0
56 67 64 111 211
0 0 0 0 0
2 2 8 24 129
7 1 5 26 72
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
51 62 109 277 962
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
57 74 96 256 918
39 47 51 148 303
23 9 8 17 33
10 8 12 11 68
0 0 0 0 0
66 24 19 30 51
115 119 129 295 801
58 45 52 129 434
0 0 0 0 0
2 4 2 20 49
0 0 0 0 0
31 30 63 182 505
81 105 220 739 1333
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
2 3 4 5 23
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
17 13 10 23 43
0 0 0 0 0
0 0 0 0 0
1 2 4 7 64
0 0 0 0 0
0 0 0 0 0
28 33 53 157 751
4 0 2 5 18
0 0 0 0 0
0 0 0 0 0
